question,context,lang,answerable,answer_start,answer,answer_inlang
هل يمكن الوقاية من العنف النفسي في مراحله الأولي ؟,", there were ""no consensus views about the definition of emotional abuse."" As such, clinicians and researchers have offered sometimes divergent definitions of emotional abuse. ""Emotional abuse is any kind of abuse that is emotional rather than physical in nature. It can include anything from verbal abuse and constant criticism to more subtle tactics, such as intimidation, manipulation, and refusal to ever be pleased. Emotional abuse can take many forms. Three general patterns of abusive behavior include aggressing, denying, and minimizing""; ""Withholding is another form of denying. Withholding includes refusing to listen, refusing to communicate, and emotionally withdrawing as punishment."" Even though there is no established definition for emotional abuse, emotional abuse can possess a definition beyond verbal and psychological abuse. ",ar,False,-1,no,
هل من الممكن ان تصبح روسيا القوة المهيمنة خلال السنوات القادمة؟,"The Russian Federation has been suggested as a potential candidate for resuming superpower status in the 21st century. Russia has seen some discussion regarding its potential of re-emerging as a superpower, while others have made the assertion that it is already a superpower. In 2009, Hugo Chavez, late President of Venezuela whose government was noted to have enjoyed warm relations with the Kremlin, stated that ""Russia is a superpower"", citing waning American influence in global affairs, and suggested the ruble be elevated to a global currency. Israeli Prime Minister Benjamin Netanyahu called Russia an important superpower, praising its effectiveness as an ally of Israel. In his 2005 publication entitled ""Russia in the 21st Century: The Prodigal Superpower"", Steven Rosefielde, a professor of economics at University of North Carolina at Chapel Hill, predicted that Russia would emerge as a superpower before 2010 and augur another arms race. However, Rosefielde noted that such an end would come with tremendous sacrifice to global security and the Russian people's freedom.",ar,False,-1,no,
هل يقتل الكافر في الإسلام ؟,"Blasphemy in Islam is impious utterance or action concerning God, ""Blasphemy against the Prophet Muhammad and his companions (sabb al-rasul, sabb al-sahabah)"", insulting an angel or to deny the prophethood of one of the Islamic prophets. The Quran admonishes blasphemy, but does not specify any worldly punishment for blasphemy. The hadiths, which are another source of Sharia, suggest various punishments for blasphemy, which may include death. However, it has been argued that the death penalty applies only to cases where there is treason involved that may seriously harm the Muslim community, especially during times of war. Different traditional schools of jurisprudence prescribe different punishment for blasphemy, depending on whether the blasphemer is Muslim or non-Muslim, a man or a woman. In the modern Muslim world, the laws pertaining to blasphemy vary by country, and some countries prescribe punishments consisting of fines, imprisonment, flogging, hanging, or beheading. Blasphemy laws were rarely enforced in pre-modern Islamic societies, but in the modern era some states and radical groups have used charges of blasphemy in an effort to burnish their religious credentials and gain popular support at the expense of liberal Muslim intellectuals and religious minorities. In recent years, accusations of blasphemy against Islam have sparked international controversies and played part in incidents of mob violence and assassinations of prominent figures.",ar,False,-1,no,
هل يسبب انخفاض كريات الدم الحمراء الى موت الانسان؟,"Anemia is a decrease in the total amount of red blood cells (RBCs) or hemoglobin in the blood, or a lowered ability of the blood to carry oxygen. When anemia comes on slowly, the symptoms are often vague and may include feeling tired, weakness, shortness of breath or a poor ability to exercise. Anemia that comes on quickly often has greater symptoms, which may include confusion, feeling like one is going to pass out, loss of consciousness, or increased thirst. Anemia must be significant before a person becomes noticeably pale. Additional symptoms may occur depending on the underlying cause.
The three main types of anemia are due to blood loss, decreased red blood cell production, and increased red blood cell breakdown. Causes of blood loss include trauma and gastrointestinal bleeding, among others. Causes of decreased production include iron deficiency, a lack of vitamin B12, thalassemia, and a number of neoplasms of the bone marrow. Causes of increased breakdown include a number of genetic conditions such as sickle cell anemia, infections like malaria, and certain autoimmune diseases. It can also be classified based on the size of red blood cells and amount of hemoglobin in each cell. If the cells are small, it is microcytic anemia. If they are large, it is macrocytic anemia while if they are normal sized, it is normocytic anemia. Diagnosis in men is based on a hemoglobin of less than 130 to 140 g/L (13 to 14 g/dL), while in women, it must be less than 120 to 130 g/L (12 to 13 g/dL). Further testing is then required to determine the cause.
Certain groups of individuals, such as pregnant women, benefit from the use of iron pills for prevention. Dietary supplementation, without determining the specific cause, is not recommended. The use of blood transfusions is typically based on a person's signs and symptoms. In those without symptoms, they are not recommended unless hemoglobin levels are less than 60 to 80 g/L (6 to 8 g/dL). These recommendations may also apply to some people with acute bleeding. Erythropoiesis-stimulating medications are only recommended in those with severe anemia.
Anemia is the most common blood disorder, affecting about a third of the global population. Iron-deficiency anemia affects nearly 1 billion people. In 2013, anemia due to iron deficiency resulted in about 183,000 deaths – down from 213,000 deaths in 1990. It is more common in women than men, during pregnancy, and in children and the elderly. Anemia increases costs of medical care and lowers a person's productivity through a decreased ability to work. The name is derived from """", meaning ""lack of blood"", from ἀν- ""an-"", ""not"" and αἷμα ""haima"", ""blood"".",ar,False,-1,no,
هل يمكن أن تصل إمراة إلى منصب رئيس جمهورية في لبنان؟,"In order to understand the true importance of the women's movement in Lebanon, it is important to first understand the government and social norms prevalent within the Middle East. The government of Lebanon operates on a parliamentary scale which includes representatives of each recognized religious organizations in addition to one prime minister which determines the laws that regulate the country. This Parliament is composed entirely of people who openly practice patriarchal religion. Lebanese women won the right to vote in 1952. However, since that victory, only seventeen women have served in the Lebanese parliament. Not only do each of these religions have their own place in Parliament, they also have their own courts and codes of conduct. While Lebanon is often seen as a very liberal country, arguably the most liberal country within the Middle East, the systematic oppression of women is still prevalent. Currently, women are able to: marry freely while understanding that divorce may bring about a great deal of socioeconomic hardships, vote as long as they are able to prove that they have obtained an elementary education, have jobs as long as those jobs do not encroach on their domestic obligations, and walk around in public without having to wear hijabs. Unfortunately, even with all of those superficial rights, women are still subjected to unwanted advances and social discrimination. Constitutionally, Lebanese women and men are regarded as equals; however, they are not free from laws and publicly accepted socialized behaviors which encourage male intervention of those rights in the name of honor or family preservation.",ar,False,-1,no,
هل اسطنبول هي عاصمة تركيا ؟,"Ankara (; ), historically known as Ancyra and Angora, is the capital of Turkey. With a population of 4,587,558 in the urban center and 5,150,072 in its province , it is Turkey's second largest city after Istanbul (the former imperial capital), having outranked İzmir in the 20th century.",ar,False,-1,no,
هل تعتبر سوريا دولةً هشة حالياً ؟,"Syria has a turbulent economic history. In 1963, the Arab Socialist Ba'ath Party came to power, and instituted socialist policies of nationalization and land reform. In 1970, General Hafiz al-Assad took power. Socialism morphed into state capitalism. The restrictions on private enterprise were relaxed, but a substantial part of the economy was still under government control. By the 1980s, Syria found itself politically and economically isolated, and in the midst of a deep economic crisis. Real per capita GDP fell 22 percent between 1982 and 1989. In 1990, the Assad government instituted a series of economic reforms, although the economy remained highly regulated. The Syrian economy experienced strong growth throughout the 1990s, and into the 2000s. Syria's per capita GDP was 4,058 US dollars in 2010. There is no authoritative GDP data available after 2012, due to Syria's civil war.",ar,False,-1,no,
هل خدمة العلم في سوريا إلزامية ؟,"The military is a conscripted force; males serve in the military upon reaching the age of 18, but they are exempted from service if they don't have another brother who can take care of their parents. Since the Syrian Civil War, the enlisted members of the Syrian military have dropped by over half from a pre-civil war figure of 325,000 to 150,000 soldiers in the army in December 2014, due to casualties, desertions and draft dodging, reaching between 178,000 and 220,000 soldiers in the army, in addition to 80,000 to 100,000 irregular forces.",ar,False,-1,no,
هل تعد طائرات البوينغ من الطائرات المستعملة في خطوط طيران الإمارات؟,"Emirates operates a mixed fleet of Airbus and Boeing wide-body aircraft and is one of the few airlines to operate an all-wide-body aircraft fleet (while excluding Emirates Executive). As of November 2017, Emirates is the largest Airbus A380 operator with 103 aircraft in service and a further 42 on order. Since its introduction, the Airbus A380 has become an integral part of the Emirates fleet, especially on long-haul high-traffic routes. Emirates is also the world's largest Boeing 777 operator with 151 aircraft in service.",ar,False,-1,no,
هل تم استخدام اسلحة بيولوجية في الحرب العالمية الثانية؟,"When the United States entered the war, mounting British pressure for the creation of a similar research program for an Allied pooling of resources led to the creation of a large industrial complex at Fort Detrick, Maryland in 1942 under the direction of George W. Merck. The biological and chemical weapons developed during that period were tested at the Dugway Proving Grounds in Utah. Soon there were facilities for the mass production of anthrax spores, brucellosis, and botulism toxins, although the war was over before these weapons could be of much operational use.
However, the most notorious program of the period was run by the secret Imperial Japanese Army Unit 731 during the war, based at Pingfan in Manchuria and commanded by Lieutenant General Shirō Ishii. This unit did research on BW, conducted often fatal human experiments on prisoners, and produced biological weapons for combat use. Although the Japanese effort lacked the technological sophistication of the American or British programs, it far outstripped them in its widespread application and indiscriminate brutality. Biological weapons were used against both Chinese soldiers and civilians in several military campaigns. Three veterans of Unit 731 testified in a 1989 interview to the Asahi Shimbun that they contaminated the Horustein river with typhoid near the Soviet troops during the Battle of Khalkhin Gol. In 1940, the Imperial Japanese Army Air Force bombed Ningbo with ceramic bombs full of fleas carrying the bubonic plague. A film showing this operation was seen by the imperial princes Tsuneyoshi Takeda and Takahito Mikasa during a screening made by mastermind Shiro Ishii. During the Khabarovsk War Crime Trials the accused, such as Major General Kiyashi Kawashima, testified that as early as 1941 some 40 members of Unit 731 air-dropped plague-contaminated fleas on Changde. These operations caused epidemic plague outbreaks.",ar,False,-1,no,
هل سبق ولعب الأهلي المصري ضد برشلونة الاسباني؟,"Al-Ahly announced that the six fixtures of their 2009 pre-season would be in Germany and England. On July 3, 2009, Al-Ahly played their first pre-season match in Gelsenkirchen, Germany against FC Gelsenkirchen. Later that day, Al-Ahly also played their first match of the Zayton Cup against the Turkish team Galatasaray, and 3 days later they played the German Bayer 04 Leverkusen. The last match was on July 11th against the Moroccan team Wydad Casablanca. After their match against Haras El Hodood in the Egyptian Super Cup, Al-Ahly's 23 players went to London to play in the Wembley Cup against Celtic and Barcelona on 24th and 26th of July.
",ar,False,-1,no,
هل يصاب الإنسان بمرض (الجدري المائي) لمرة واحدة في حياته؟,"Chickenpox, also known as varicella, is a highly contagious disease caused by the initial infection with varicella zoster virus (VZV). The disease results in a characteristic skin rash that forms small, itchy blisters, which eventually scab over. It usually starts on the chest, back, and face then spreads to the rest of the body. Other symptoms may include fever, tiredness, and headaches. Symptoms usually last five to seven days. Complications may occasionally include pneumonia, inflammation of the brain, and bacterial skin infections. The disease is often more severe in adults than in children. Symptoms begin 10 to 21 days after exposure to the virus.
Chickenpox is an airborne disease which spreads easily through the coughs and sneezes of an infected person. It may be spread from one to two days before the rash appears until all lesions have crusted over. It may also spread through contact with the blisters. Those with shingles may spread chickenpox to those who are not immune through contact with the blisters. The disease can usually be diagnosed based on the presenting symptom; however, in unusual cases it may be confirmed by polymerase chain reaction (PCR) testing of the blister fluid or scabs. Testing for antibodies may be done to determine if a person is or is not immune. People usually only get chickenpox once. Although reinfections by the virus occur, these reinfections usually do not cause any symptoms.
Since its introduction in 1995, the varicella vaccine has resulted in a decrease in the number of cases and complications from the disease. It protects about 70 to 90 percent of people from disease with a greater benefit for severe disease. Routine immunization of children is recommended in many countries. Immunization within three days of exposure may improve outcomes in children. Treatment of those infected may include calamine lotion to help with itching, keeping the fingernails short to decrease injury from scratching, and the use of paracetamol (acetaminophen) to help with fevers. For those at increased risk of complications, antiviral medication such as aciclovir are recommended.
Chickenpox occurs in all parts of the world. In 2013 there were 140 million cases of chickenpox and herpes zoster worldwide. Before routine immunization the number of cases occurring each year was similar to the number of people born. Since immunization the number of infections in the United States has decreased nearly 90%. In 2015 chickenpox resulted in 6,400 deaths globally – down from 8,900 in 1990. Death occurs in about 1 per 60,000 cases. Chickenpox was not separated from smallpox until the late 19th century. In 1888 its connection to shingles was determined. The first documented use of the term ""chicken pox"" was in 1658. Various explanations have been suggested for the use of ""chicken"" in the name, one being the relative mildness of the disease.",ar,False,-1,no,
هل ضروري تحليل كشف  المنشطات قبل المنافسات الرياضية؟,"The most systematic case of drug use for athletic achievement is that of the East German Olympic teams of the 1970s and 1980s. In 1990, documents were discovered that showed many East German female athletes, especially swimmers, had been administered anabolic steroids and other drugs by their coaches and trainers. Girls as young as eleven were started on the drug regimen without consent from their parents. American female swimmers, including Shirley Babashoff, accused the East Germans of using performance-enhancing drugs as early as the 1976 Summer Games. Babashoff's comments were dismissed by the international and domestic media as sour grapes since Babashoff, a clear favorite to win multiple gold medals, won three silver medals - losing all three times to either of the two East Germans Kornelia Ender or Petra Thümer, and one gold medal in a relay. There was no suspicion of cheating on the part of the East German female swimmers even though their medal tally increased from four silvers and one bronze in 1972 to ten golds (out of a possible 12), six silvers, and one bronze in 1976. No clear evidence was discovered until after the fall of the Berlin Wall, when the aforementioned documents proved that East Germany had embarked on a state-sponsored drug regimen to dramatically improve their competitiveness at the Olympic Games and other international sporting events. Many of the East German authorities responsible for this program have been subsequently tried and found guilty of various crimes in the German penal system.",ar,False,-1,no,
هل  وبروكاربازين هو دواء يساعد على التخفيف من  الميلانوما؟,"Procarbazine is a chemotherapy medication used for the treatment of Hodgkin's lymphoma and brain cancers. For Hodgkin's it is often used together with chlormethine, vincristine, and prednisone while for brain cancers such as glioblastoma multiforme it is used with lomustine and vincristine. It is typically taken by mouth.
Common side effect include low blood cell counts and vomiting. Other side effects include tiredness and depression. It is not recommended in people with severe liver or kidney problems. Use in pregnancy is known to harm the baby. Procarbazine is in the alkylating agents family of medication. How it works is not clearly known.
Procarbazine was approved for medical use in the United States in 1969. It is on the World Health Organization's List of Essential Medicines, the most effective and safe medicines needed in a health system. In the United Kingdom a month of treatment cost the NHS 450 to 750 pounds.",ar,False,-1,no,
هل يقدر الإنسان أن يعيش بكلية واحدة؟,"Generally, humans can live normally with just one kidney, as one has more functioning renal tissue than is needed to survive. Only when the amount of functioning kidney tissue is greatly diminished does one develop chronic kidney disease. Renal replacement therapy, in the form of dialysis or kidney transplantation, is indicated when the glomerular filtration rate has fallen very low or if the renal dysfunction leads to severe symptoms.",ar,False,-1,no,
هل تقانة الدنا ناقلة  للمعلومات الوراثية في الخلايا الحية؟,"Transformation is one of three processes for horizontal gene transfer, in which exogenous genetic material passes from one bacterium to another, the other two being conjugation (transfer of genetic material between two bacterial cells in direct contact) and transduction (injection of foreign DNA by a bacteriophage virus into the host bacterium). In transformation, the genetic material passes through the intervening medium, and uptake is completely dependent on the recipient bacterium.",ar,False,-1,no,
هل سوريا من الدول التي اعترفت باستقلال أبخازيا؟,"In total, Abkhazia and South Ossetia have been recognised by and UN member states respectively, though Vanuatu withdrew its recognition of Abkhazia in 2013 as did Tuvalu of both in 2014. The two regions recognise each other, and also have some recognition from other non-UN member states. In May 2018, Syria recognised the independence of both breakaway territories.",ar,False,-1,no,
هل يتمتع السكان الاصليين في استراليا  بجميع حقوق المواطنة ؟,"Indigenous peoples of Australia who had lived in Australia for at least 65,000+ years before the arrival of British settlers in 1788, were dispossessed from their land in 1788 by Britain, which claimed Eastern Australia as its own on the basis of the now discredited doctrine of ""terra nullius"". Initially, indigenous Australians were in most states deprived of the rights of full citizenship of the new nation on grounds of their race and restrictive immigration laws were introduced to preference white European immigrants to Australia. Discriminatory laws against indigenous people and multiethnic immigration were dismantled in the early decades of the Post War period. A 1967 Referendum regarding Aboriginal rights was carried with over 90% approval by the electorate. Legal reforms have re-established Aboriginal Land Rights under Australian law and in the early 21st century, indigenous Australians account for around 2.5% of the population, owning outright around 20% of all land. Intense focus on the impact of historical policies like the removal of mixed ethnicity Aboriginal children from their Aboriginal parent resulted in a bipartisan Parliamentary apology to Aborigines carried in 2008. Aboriginal health indicators remain lower than other ethnic groups within Australia and again are the subject of political debate.",ar,False,-1,no,
هل اليابانية مشتقة من الصينية ؟,"Japanese has no genetic relationship with Chinese, but it makes extensive use of Chinese characters, or , in its writing system, and a large portion of its vocabulary is borrowed from Chinese. Along with ""kanji"", the Japanese writing system primarily uses two syllabic (or moraic) scripts, and . Latin script is used in a limited fashion, such as for imported acronyms, and the numeral system uses mostly Arabic numerals alongside traditional Chinese numerals.",ar,False,-1,no,
هل يجوز إغتصاب سبايا الحرب ؟,"War crimes also include such acts as mistreatment of prisoners of war or civilians. War crimes are sometimes part of instances of mass murder and genocide though these crimes are more broadly covered under international humanitarian law described as crimes against humanity. In 2008, the U.N. Security Council adopted Resolution 1820, which noted that ""rape and other forms of sexual violence can constitute war crimes, crimes against humanity or a constitutive act with respect to genocide""; see also war rape. In 2016, the International Criminal Court convicted someone of sexual violence for the first time; specifically, they added rape to a war crimes conviction of Congo Vice President Jean-Pierre Bemba Gombo.",ar,False,-1,no,
هل الزواج بأكثر من امرأة متاح في بريطانيا؟,"Polygamous marriages may not be performed in the United Kingdom, and if a polygamous marriage is performed, the already-married person may be guilty of the crime of bigamy under the s.11 of the Matrimonial Causes Act 1973.",ar,False,-1,no,
هل اسفرت الاحتجاجات العمانية إلى حدوث ضحايا بشرية؟,"In August 2014, The Omani writer and human rights defender , the founder and editor-in-chief of the e-magazine Mowatin “Citizen”, disappeared after going to the police station in the Al-Qurum district of Muscat. His whereabouts and condition remain unknown. The Omani government denies his detention and refuses to disclose information about his whereabouts. On 17 July 2015 Al Fazari left Oman seeking for a political asylum in UK after a travel ban was issued against him without providing any reasons and his official documents including his national ID and passport were confiscated more than 8 months. There were more reports of politically motivated disappearances in the country. In 2012, armed security forces arrested Sultan al-Saadi, a social media activist. According to reports, authorities detained him at an unknown location for one month for comments he posted online critical of the government. Authorities previously arrested al-Saadi in 2011 for participating in protests and again in 2012 for posting comments online deemed insulting to Sultan Qaboos. In May 2012 security forces detained Ismael al-Meqbali, Habiba al-Hinai, and Yaqoub al-Kharusi, human rights activists who were visiting striking oil workers. Authorities released al-Hinai and al-Kharusi shortly after their detention but did not inform al-Meqbali’s friends and family of his whereabouts for weeks. Authorities pardoned al-Meqbali in March. In December 2013, a Yemeni national disappeared in Oman after he was arrested at a checkpoint in Dhofar Governorate. Omani authorities refuse to acknowledge his detention. His whereabouts and condition remain unknown.",ar,False,-1,no,
هل تعتبر الإمارات دولة مصدرة للنفط؟,"With reference to foreign trade, UAE's market is one of the world's most dynamic markets worldwide, placed among the 16 largest exporters and 20 largest importers of commodities. The top five of the Main Partner Countries of the UAE in 2014 are Iran (3.0%), India (2.9%), Saudi Arabia (1.5%), Oman (1.4%) and Switzerland (1.2%). As for the top five of UAE suppliers are China (7.4%), United States (6.4%), India (5.8%), Germany (3.9%) and Japan (3.5%).
In 2014, the United Arab Emirates managed to export 380.4bn dominated by four products which are Petroleum oils and oils obtained from bituminous... (19.8%) Diamonds, whether or not worked, but not mounted... (3.4%) Gold, incl. gold plated with platinum, unwrought... (3.2%) Articles of jewellery and parts thereof, of...(2.8%). In the same year, the United Arab Emirates imported 298.6 bn dominated by five countries which are China (7.4%), United States (6.4%), India (5.8%), Germany (3.9%), Japan (3.5%).",ar,False,-1,no,
هل كتلة النيوترون أكبر من كتلة البروتون؟,"The neutron is a subatomic particle, symbol or , with no net electric charge and a mass slightly larger than that of a proton. Protons and neutrons constitute the nuclei of atoms. Since protons and neutrons behave similarly within the nucleus, and each has a mass of approximately one atomic mass unit, they are both referred to as nucleons. Their properties and interactions are described by nuclear physics.",ar,False,-1,no,
هل إرتداء الفضة للرجال محّرم في الدين الإسلامي  حسب نص قرآني؟,"In Islam, both gold adornments and silk cloths are prohibited for men to wear, but are permissible for women as long as they are not used to sexually attract men (other than their husbands). The prohibition of these adornments is part of a broader Islamic principle of avoiding luxurious lifestyles.",ar,False,-1,no,
هل يمكن تعلم ركوب الأمواج في مدينة شرم الشيخ ؟,"Sharm El Sheikh's major industry is foreign and domestic tourism, owing to its dramatic landscape, year-round dry climate with long hot summers and warm winters as well as long stretches of natural beaches. Its waters are clear and calm for most of the year and have become popular for various watersports, particularly recreational scuba diving and snorkeling. There is great scope for scientific tourism with diversity in marine life species; 250 different coral reefs and 1000 species of fish. ",ar,False,-1,no,
هل يمكن للمثليين الزواج في لبنان ؟,"Despite these rulings, Article 534 of the Penal Code still stands. Georges Azzi, executive director of the Arab Foundation for Freedoms and Equality, told the Washington Blade in 2017: ""Homosexuality is technically illegal in Lebanon, however the new generation of judges are less likely to apply the law and the police forces will not reinforce it."" In August 2014, the Internal Security Forces Morals Protection Bureau conducted a raid on a Turkish bathhouse in Beirut, resulting in the arrest of 27 Syrians. According to a report co-produced with Helem, the stated reason for the raid was the suspected ""presence of homosexual individuals"". In May 2016, LGBT activists staged a sit-in, demanding Article 534 be repealed.",ar,False,-1,no,
هل يوجد فروع لشركة ساب إس إي في أي دولة عربية؟,", SAP is the world's third largest software and programming company. The corporation operates in Europe, Asia, Africa, the Middle East, North America, and South America.",ar,False,-1,no,
هل شراء الماريجوانا مسموح به في المجر ؟,"Cannabis in Hungary is illegal. There is no distinction in Hungarian law between illicit drugs according to dangers. Heroin use has the same legal consequences as cannabis use. Hungarian law prohibits the distribution, and any use (including medical use). However the Penal code distinguishes the punishment between sale and personal use. 283. § (1) paragraph (a) states that ""One cannot be punished for drug misuse; if a small, personal amount is produced, acquired, or in possession..."" and continues to state that ""... provided that before final verdict is determined a verification is provided that continuous 6-month therapy has taken place"" The law determines that a ""personal quantity"" is defined as 1 gram of active substance (i.e. THC), therefore this equates to 12–100 grams of marijuana if calculated that marijuana contains 1–8% THC per unit mass. Possession of larger amounts can lead to a 5–10-year prison sentence.
",ar,False,-1,no,
هل المطران أعلى رتبة من الاسقف؟,"In Christianity, an archbishop (, via Latin ""archiepiscopus"", from Greek , from -, 'chief', and , 'bishop') is a bishop of higher rank or office. In some cases, such as the Lutheran Church of Sweden and the Church of England, the title is borne by the leader of the denomination. Like popes, patriarchs, metropolitans, cardinal bishops, diocesan bishops, and suffragan bishops, archbishops are in the highest of the three traditional orders of bishops, priests (also called presbyters), and deacons. An archbishop may be granted the title or ordained as chief pastor of a metropolitan see or another episcopal see to which the title of archbishop is attached.",ar,False,-1,no,
هل البريد الإلتكروني هو عملية تواصل غير كلامي؟,"Video email is the term for the use of email to send videos such that the recipient feels the video is being watched inside the email. This is differentiated from a video file as an email attachment or a hyperlink to video elsewhere on the internet. In contrast to text emails, videos of people talking allows for nonverbal communication which is considered 55% of all communication.",ar,False,-1,no,
هل توجد حرية الإعتقاد في ليبيا ؟,"Sunni Islam of Maliki school of jurisprudence is the dominant religion in Libya. Other than the overwhelming majority of Sunni Muslims, there are also small Christian communities, composed exclusively of foreigners. Coptic Orthodox Christianity, which is the Christian Church of Egypt, is the largest and most historical Christian denomination in Libya. There are over 60,000 Egyptian Copts in Libya, as they comprise over 1% of the population alone. There are an estimated 40,000 Roman Catholics in Libya who are served by two Bishops, one in Tripoli (serving the Italian community) and one in Benghazi (serving the Maltese community). There is also a small Anglican community, made up mostly of African immigrant workers in Tripoli; it is part of the Anglican Diocese of Egypt.",ar,False,-1,no,
هل الأجتهادات ذاتية حلال في الإسلام ؟,"Ijtihad ( """", ; lit. physical or mental ""effort"", expended in a particular activity) 
is an Islamic legal term referring to independent reasoning 
or the thorough exertion of a jurist's mental faculty in finding a solution to a legal question. It is contrasted with ""taqlid"" (imitation, conformity to legal precedent). According to classical Sunni theory, ""ijtihad"" requires expertise in the Arabic language, theology, revealed texts, and principles of jurisprudence (""usul al-fiqh""), 
and is not employed where authentic and authoritative texts (Qur'an and Hadith) are considered unambiguous with regard to the question, or where there is an existing scholarly consensus (""ijma""). Ijtihad is considered to be a religious duty for those qualified to perform it. An Islamic scholar who is qualified to perform ""ijtihad"" is called a ""mujtahid"".",ar,False,-1,no,
هل يعتبر  ديكارت من فلاسفة النهضة الأوروبية؟,"The designation ""Renaissance philosophy"" is used by scholars of intellectual history to refer to the thought of the period running in Europe roughly between 1355 and 1650 (the dates shift forward for central and northern Europe and for areas such as Spanish America, India, Japan, and China under European influence). It therefore overlaps both with late medieval philosophy, which in the fourteenth and fifteenth centuries was influenced by notable figures such as Albert the Great, Thomas Aquinas, William of Ockham, and Marsilius of Padua, and early modern philosophy, which conventionally starts with René Descartes and his publication of the ""Discourse on Method"" in 1637. Philosophers usually divide the period less finely, jumping from medieval to early modern philosophy, on the assumption that no radical shifts in perspective took place in the centuries immediately before Descartes. Intellectual historians, however, take into considerations factors such as sources, approaches, audience, language, and literary genres in addition to ideas. This article reviews both the changes in context and content of Renaissance philosophy and its remarkable continuities with the past.",ar,False,-1,no,
هل الخوف الشديد من اكتساب الوزن سبب من أسباب القهم العصبي ؟,"Anorexia nervosa, often referred to simply as anorexia, is an eating disorder characterized by low weight, fear of gaining weight, and a strong desire to be thin, resulting in food restriction. Many people with anorexia see themselves as overweight even though they are in fact underweight. If asked, they usually deny they have a problem with low weight. They weigh themselves frequently, eat only small amounts, and only eat certain foods. Some will exercise excessively, force themselves to vomit, or use laxatives to produce weight loss. Complications may include osteoporosis, infertility, and heart damage, among others. Women will often stop having menstrual periods.
The cause is not known. There appear to be some genetic components with identical twins more often affected than non-identical twins. Cultural factors also appear to play a role with societies that value thinness having higher rates of disease. Additionally, it occurs more commonly among those involved in activities that value thinness such as high-level athletics, modelling, and dancing. Anorexia often begins following a major life-change or stress-inducing event. The diagnosis requires a significantly low weight. The severity of disease is based on body mass index (BMI) in adults with mild disease having a BMI of greater than 17, moderate a BMI of 16 to 17, severe a BMI of 15 to 16, and extreme a BMI less than 15. In children a BMI for age percentile of less than the 5th percentile is often used.
Treatment of anorexia involves restoring a healthy weight, treating the underlying psychological problems, and addressing behaviors that promote the problem. While medications do not help with weight gain, they may be used to help with associated anxiety or depression. A number of types of therapy may be useful, such as cognitive behavioral therapy or an approach where parents assume responsibility for feeding their child known as Maudsley family therapy. Sometimes people require admission to hospital to restore weight. Evidence for benefit from nasogastric tube feeding, however, is unclear. Some people will just have a single episode and recover while others may have many episodes over years. Many complications improve or resolve with regaining of weight.
Globally, anorexia is estimated to affect 2.9 million people . It is estimated to occur in 0.9% to 4.3% of women and 0.2% to 0.3% of men in Western countries at some point in their life. About 0.4% of young women are affected in a given year and it is estimated to occur ten times less commonly in men. Rates in most of the developing world are unclear. Often it begins during the teen years or young adulthood. While anorexia became more commonly diagnosed during the 20th century it is unclear if this was due to an increase in its frequency or simply better diagnosis. In 2013 it directly resulted in about 600 deaths globally, up from 400 deaths in 1990. Eating disorders also increase a person's risk of death from a wide range of other causes, including suicide. About 5% of people with anorexia die from complications over a ten-year period, a nearly 6 times increased risk. The term anorexia nervosa was first used in 1873 by William Gull to describe this condition.",ar,False,-1,no,
هل بنت إمبراطورية الإنكا أهرام المايا؟,"The Maya civilization () was a Mesoamerican civilization developed by the Maya peoples, and noted for its logosyllabic script—the most sophisticated and highly developed writing system in pre-Columbian Americas—as well as for its art, architecture, mathematics, calendar, and astronomical system. The Maya civilization developed in an area that encompasses southeastern Mexico, all of Guatemala and Belize, and the western portions of Honduras and El Salvador. This region consists of the northern lowlands encompassing the Yucatán Peninsula, and the highlands of the Sierra Madre, running from the Mexican state of Chiapas, across southern Guatemala and onwards into El Salvador, and the southern lowlands of the Pacific littoral plain.",ar,False,-1,no,
هل يمكن التدخين في الأماكن المغلقة في برلين ؟,"Under federal law the manufacture, importation, distribution, and advertisement of tobacco is regulated whilst the 16 federal states of Germany each have their own legislation regarding smoking in public places, which range from relatively weak regulations to full smoking bans in all licensed premises, childcare facilities, schools and governmental institutions. As of July 2016, nearly 40% of the German population live in a state which bans smoking in all restaurants, pubs, cafés and nightclubs (Bavaria, North Rhine-Westphalia, Saarland). The other 13 states permit smoking in designated rooms or in bars with a floor area of less than 75 square meters.",ar,False,-1,no,
هل أشجار الحوامض هي زراعات سقوية؟,"The trees thrive in a consistently sunny, humid environment with fertile soil and adequate rainfall or irrigation. Abandoned trees in valleys may suffer, yet survive, the dry summer of Central California's Inner Coast Ranges. At any age, citrus grows well enough with infrequent irrigation in partial shade, but the fruit crop is smaller. Being of tropical and subtropical origin, oranges, like all citrus, are broadleaved and evergreen. They do not drop leaves except when stressed. The stems of many varieties have large sharp thorns. The trees flower in the spring, and fruit is set shortly afterward. Fruit begins to ripen in fall or early winter, depending on cultivar, and develops increasing sweetness afterward. Some cultivars of tangerines ripen by winter. Some, such as the grapefruit, may take up to 18 months to ripen.",ar,False,-1,no,
